# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
22/05/2024 03:54:02,Class A,219421000,55.828108,7.554835,Under way using engine,,3.0,10.0,28.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
22/05/2024 07:17:42,Class A,219421000,55.83277,7.532402,Under way using engine,,2.5,312.7,323.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:17:53,Class A,219421000,55.83286,7.532247,Under way using engine,0.0,2.5,313.6,323.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:18:13,Class A,219421000,55.833005,7.531925,Under way using engine,0.0,2.5,311.1,318.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:18:23,Class A,219421000,55.833068,7.531772,Under way using engine,,2.5,308.2,324.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:18:32,Class A,219421000,55.833142,7.531615,Under way using engine,,2.5,308.4,326.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:18:42,Class A,219421000,55.833208,7.531448,Under way using engine,0.0,2.5,309.3,323.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:18:53,Class A,219421000,55.83329,7.531268,Under way using engine,,2.4,310.4,323.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:19:03,Class A,219421000,55.833363,7.531108,Under way using engine,,2.5,310.9,322.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:19:13,Class A,219421000,55.833437,7.530948,Under way using engine,,2.5,310.9,319.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:19:23,Class A,219421000,55.833493,7.530782,Under way using engine,,2.5,307.2,323.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:19:32,Class A,219421000,55.833567,7.53062,Under way using engine,,2.5,309.1,324.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:19:42,Class A,219421000,55.83364,7.530458,Under way using engine,0.0,2.5,309.3,324.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:19:53,Class A,219421000,55.833708,7.53027,Under way using engine,,2.5,306.9,324.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:20:03,Class A,219421000,55.833787,7.530117,Under way using engine,,2.4,307.9,325.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:20:13,Class A,219421000,55.83386,7.529955,Under way using engine,0.0,2.4,308.2,321.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:20:23,Class A,219421000,55.83392,7.529795,Under way using engine,,2.5,305.4,321.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:20:32,Class A,219421000,55.833972,7.529593,Under way using engine,,2.6,296.2,323.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:20:39,Class A,219421000,55.834002,7.52948,Under way using engine,,2.6,295.4,321.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:20:42,Class A,219421000,55.834037,7.52943,Under way using engine,0.0,2.6,300.3,323.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:20:45,Class A,219421000,55.834053,7.529365,Under way using engine,,2.6,300.0,323.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:20:53,Class A,219421000,55.834112,7.529242,Under way using engine,,2.5,302.7,321.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:21:03,Class A,219421000,55.834177,7.529068,Under way using engine,0.0,2.5,303.8,322.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:21:13,Class A,219421000,55.83425,7.528915,Under way using engine,,2.5,305.0,323.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:21:22,Class A,219421000,55.834315,7.528767,Under way using engine,,2.5,305.6,329.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:21:30,Class A,219421000,55.834383,7.528668,Under way using engine,0.0,2.5,310.1,335.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:21:32,Class A,219421000,55.834395,7.52863,Under way using engine,,2.5,307.1,340.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:21:35,Class A,219421000,55.834428,7.528608,Under way using engine,0.0,2.4,312.9,336.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:21:39,Class A,219421000,55.834458,7.528533,Under way using engine,,2.5,311.2,334.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:21:42,Class A,219421000,55.834483,7.5285,Under way using engine,0.0,2.5,308.6,339.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:21:47,Class A,219421000,55.834525,7.528465,Under way using engine,0.0,2.4,313.2,338.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:21:49,Class A,219421000,55.834553,7.528417,Under way using engine,,2.5,315.3,339.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:21:56,Class A,219421000,55.834625,7.528348,Under way using engine,,2.5,318.4,343.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:21:59,Class A,219421000,55.834645,7.528332,Under way using engine,0.0,2.4,320.3,339.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:22:03,Class A,219421000,55.8347,7.528285,Under way using engine,0.0,2.5,324.5,339.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:22:14,Class A,219421000,55.834805,7.528192,Under way using engine,,2.4,329.1,342.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:22:22,Class A,219421000,55.8349,7.528122,Under way using engine,0.0,2.4,332.7,344.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:22:32,Class A,219421000,55.83501,7.52803,Under way using engine,,2.5,333.1,343.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:22:42,Class A,219421000,55.835115,7.527945,Under way using engine,0.0,2.5,332.9,343.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:22:53,Class A,219421000,55.835227,7.527835,Under way using engine,,2.5,333.1,348.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:23:03,Class A,219421000,55.83533,7.527787,Under way using engine,,2.5,336.3,346.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:23:14,Class A,219421000,55.835438,7.527683,Under way using engine,,2.5,334.3,347.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:23:22,Class A,219421000,55.835522,7.52761,Under way using engine,,2.4,333.0,345.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:23:33,Class A,219421000,55.835635,7.527513,Under way using engine,,2.4,333.4,346.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:23:42,Class A,219421000,55.835732,7.527463,Under way using engine,,2.4,335.9,347.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:23:53,Class A,219421000,55.83585,7.527382,Under way using engine,,2.4,336.6,347.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:24:03,Class A,219421000,55.835943,7.527322,Under way using engine,0.0,2.4,336.9,348.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:24:14,Class A,219421000,55.836065,7.527243,Under way using engine,,2.5,338.5,350.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:24:29,Class A,219421000,55.836065,7.527243,Under way using engine,,2.5,338.5,350.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:24:33,Class A,219421000,55.836277,7.527152,Under way using engine,0.0,2.4,342.5,349.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:24:42,Class A,219421000,55.83638,7.527105,Under way using engine,,2.4,344.0,348.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:24:53,Class A,219421000,55.836507,7.527053,Under way using engine,0.0,2.4,344.4,349.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:25:03,Class A,219421000,55.83661,7.527015,Under way using engine,,2.5,345.9,348.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:25:14,Class A,219421000,55.836725,7.526937,Under way using engine,0.0,2.4,343.1,346.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:25:22,Class A,219421000,55.836822,7.526872,Under way using engine,,2.4,340.7,349.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:25:33,Class A,219421000,55.836938,7.526802,Under way using engine,,2.4,340.9,346.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:25:42,Class A,219421000,55.837035,7.526763,Under way using engine,,2.4,343.3,348.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:25:52,Class A,219421000,55.837143,7.526697,Under way using engine,,2.4,343.2,346.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:26:03,Class A,219421000,55.837247,7.526633,Under way using engine,0.0,2.4,342.8,347.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:26:14,Class A,219421000,55.83736,7.526558,Under way using engine,0.0,2.3,341.7,346.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:26:22,Class A,219421000,55.837455,7.526497,Under way using engine,0.0,2.4,340.9,346.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:26:33,Class A,219421000,55.837565,7.526402,Under way using engine,,2.4,339.2,348.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:26:42,Class A,219421000,55.837658,7.526358,Under way using engine,,2.3,340.8,347.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:26:52,Class A,219421000,55.837763,7.526297,Under way using engine,,2.3,343.3,345.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:27:03,Class A,219421000,55.837865,7.526217,Under way using engine,0.0,2.3,341.8,345.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:27:13,Class A,219421000,55.837973,7.526118,Under way using engine,,2.4,338.1,345.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:27:23,Class A,219421000,55.83807,7.526012,Under way using engine,,2.4,334.7,345.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:27:33,Class A,219421000,55.838168,7.525928,Under way using engine,0.0,2.4,334.9,344.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:27:42,Class A,219421000,55.83826,7.525855,Under way using engine,,2.3,334.6,348.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:27:52,Class A,219421000,55.838357,7.525782,Under way using engine,0.0,2.3,335.1,344.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:28:03,Class A,219421000,55.838457,7.52569,Under way using engine,,2.4,334.4,347.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:28:13,Class A,219421000,55.838573,7.52562,Under way using engine,0.0,2.3,336.7,347.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:28:23,Class A,219421000,55.83868,7.525545,Under way using engine,,2.4,337.1,347.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:28:33,Class A,219421000,55.838772,7.525468,Under way using engine,0.0,2.3,334.5,346.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:28:42,Class A,219421000,55.838867,7.525402,Under way using engine,0.0,2.4,336.8,345.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:28:52,Class A,219421000,55.838962,7.525337,Under way using engine,,2.3,338.3,344.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:29:03,Class A,219421000,55.839067,7.525238,Under way using engine,,2.4,335.5,345.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:29:10,Class A,219421000,55.839148,7.525167,Under way using engine,,2.4,335.0,348.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:29:13,Class A,219421000,55.839182,7.525147,Under way using engine,0.0,2.4,335.5,346.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:29:33,Class A,219421000,55.839372,7.524975,Under way using engine,0.0,2.4,333.9,345.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:29:42,Class A,219421000,55.839477,7.524892,Under way using engine,0.0,2.4,334.3,348.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:29:52,Class A,219421000,55.83957,7.524828,Under way using engine,0.0,2.4,334.9,346.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:30:03,Class A,219421000,55.83969,7.524748,Under way using engine,,2.4,336.0,347.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:30:13,Class A,219421000,55.839802,7.524653,Under way using engine,0.0,2.4,335.1,344.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:30:23,Class A,219421000,55.839905,7.524567,Under way using engine,0.0,2.4,336.4,345.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:30:29,Class A,219421000,55.839905,7.524567,Under way using engine,0.0,2.4,336.4,345.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:30:33,Class A,219421000,55.839997,7.524497,Under way using engine,0.0,2.4,337.0,346.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:30:42,Class A,219421000,55.840105,7.524408,Under way using engine,0.0,2.4,335.8,347.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:30:52,Class A,219421000,55.840197,7.524335,Under way using engine,,2.4,336.1,346.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:31:03,Class A,219421000,55.84031,7.52425,Under way using engine,,2.4,336.4,348.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:31:13,Class A,219421000,55.840425,7.524145,Under way using engine,0.0,2.4,335.2,347.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:31:23,Class A,219421000,55.840533,7.524065,Under way using engine,,2.4,335.7,346.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:31:33,Class A,219421000,55.840627,7.523985,Under way using engine,0.0,2.5,334.7,347.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:31:50,Class A,219421000,55.840822,7.523857,Under way using engine,,2.4,338.1,354.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:31:52,Class A,219421000,55.840832,7.523848,Under way using engine,0.0,2.4,337.9,354.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:31:56,Class A,219421000,55.840887,7.523823,Under way using engine,0.0,2.4,339.4,353.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:32:00,Class A,219421000,55.840922,7.523805,Under way using engine,0.0,2.4,339.1,354.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:32:03,Class A,219421000,55.840955,7.523792,Under way using engine,0.0,2.4,340.3,354.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:32:10,Class A,219421000,55.841038,7.523738,Under way using engine,0.0,2.4,340.2,355.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:32:13,Class A,219421000,55.841072,7.52373,Under way using engine,,2.4,341.1,356.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:32:43,Class A,219421000,55.841388,7.523592,Under way using engine,,2.4,345.6,1.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:32:52,Class A,219421000,55.841485,7.523558,Under way using engine,0.0,2.3,348.0,0.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:33:23,Class A,219421000,55.841843,7.523428,Under way using engine,,2.4,348.7,3.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:33:43,Class A,219421000,55.842058,7.523385,Under way using engine,0.0,2.4,350.5,5.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:33:52,Class A,219421000,55.842165,7.52337,Under way using engine,0.0,2.3,351.3,3.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:34:03,Class A,219421000,55.84228,7.523362,Under way using engine,0.0,2.4,353.3,4.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:34:23,Class A,219421000,55.84252,7.523338,Under way using engine,0.0,2.4,356.1,4.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:34:43,Class A,219421000,55.842743,7.5233,Under way using engine,,2.5,356.7,2.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:34:52,Class A,219421000,55.842842,7.523222,Under way using engine,,2.3,350.8,8.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:35:04,Class A,219421000,55.842965,7.523213,Under way using engine,0.0,2.4,352.4,4.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:35:13,Class A,219421000,55.843082,7.5232,Under way using engine,0.0,2.4,354.5,4.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:35:22,Class A,219421000,55.843172,7.523197,Under way using engine,,2.4,354.6,6.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:35:43,Class A,219421000,55.843398,7.523157,Under way using engine,,2.3,356.4,7.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
22/05/2024 07:35:52,Class A,219421000,55.843515,7.523165,Under way using engine,,2.3,358.2,6.0,Unknown,OZHA,VICTORY,Fishing,,4.0,14.0,GPS,2.5,HVIDE SANDE,,AIS,12.0,2.0,2.0,2.0
