# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:00:14,Class A,220092000,57.320647,11.125125,Moored,-3.6,0.0,202.5,80.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 03:39:15,Class A,220092000,57.32064,11.125143,Moored,1.1,0.0,155.2,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 03:42:14,Class A,220092000,57.320633,11.125137,Moored,-1.1,0.0,141.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 03:44:36,Class A,220092000,57.320633,11.125137,Moored,-1.1,0.0,141.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 03:45:13,Class A,220092000,57.32064,11.125138,Moored,-2.2,0.0,132.5,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 03:48:14,Class A,220092000,57.32064,11.125132,Moored,0.0,0.0,282.2,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 03:50:36,Class A,220092000,57.32064,11.125132,Moored,0.0,0.0,282.2,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 03:54:13,Class A,220092000,57.320633,11.125132,Moored,2.2,0.0,273.0,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 03:56:36,Class A,220092000,57.320633,11.125132,Moored,2.2,0.0,273.0,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 03:57:13,Class A,220092000,57.32064,11.125125,Moored,0.0,0.0,257.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:00:12,Class A,220092000,57.320647,11.125118,Moored,1.1,0.0,283.4,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:02:36,Class A,220092000,57.320647,11.125118,Moored,1.1,0.0,283.4,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:06:13,Class A,220092000,57.32064,11.125123,Moored,6.4,0.0,263.1,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:08:36,Class A,220092000,57.32064,11.125123,Moored,6.4,0.0,263.1,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:09:12,Class A,220092000,57.32064,11.125148,Moored,3.6,0.0,257.2,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:12:13,Class A,220092000,57.32064,11.125125,Moored,0.0,0.0,297.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:14:36,Class A,220092000,57.32064,11.125125,Moored,0.0,0.0,297.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:15:15,Class A,220092000,57.32064,11.125133,Moored,0.0,0.0,323.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:18:14,Class A,220092000,57.32064,11.125127,Moored,-2.9,0.0,286.7,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:20:36,Class A,220092000,57.32064,11.125127,Moored,-2.9,0.0,286.7,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:21:14,Class A,220092000,57.320647,11.125133,Moored,1.6,0.0,137.7,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:24:14,Class A,220092000,57.32064,11.125132,Moored,0.0,0.0,272.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:26:36,Class A,220092000,57.32064,11.125132,Moored,0.0,0.0,272.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:27:15,Class A,220092000,57.320627,11.125152,Moored,0.0,0.0,260.2,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:30:12,Class A,220092000,57.32064,11.125137,Moored,-2.2,0.1,123.6,78.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:32:36,Class A,220092000,57.32064,11.125137,Moored,-2.2,0.1,123.6,78.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:33:15,Class A,220092000,57.32064,11.12514,Moored,0.0,0.0,286.7,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:36:14,Class A,220092000,57.32064,11.125122,Moored,0.0,0.0,308.7,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:39:12,Class A,220092000,57.32064,11.125147,Moored,1.6,0.0,131.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:42:12,Class A,220092000,57.320633,11.12515,Moored,0.0,0.1,139.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:44:36,Class A,220092000,57.320633,11.12515,Moored,0.0,0.1,139.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:45:14,Class A,220092000,57.320647,11.125118,Moored,2.2,0.0,139.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:48:14,Class A,220092000,57.320647,11.125117,Moored,0.0,0.0,172.8,,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:51:12,Class A,220092000,57.320627,11.125138,Moored,-4.5,0.0,255.2,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:54:14,Class A,220092000,57.320633,11.12513,Moored,-2.2,0.0,89.9,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:56:36,Class A,220092000,57.320633,11.12513,Moored,-2.2,0.0,89.9,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 04:57:15,Class A,220092000,57.320633,11.125133,Moored,0.0,0.0,349.3,,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:00:14,Class A,220092000,57.32064,11.12513,Moored,5.4,0.0,308.7,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:02:36,Class A,220092000,57.32064,11.12513,Moored,5.4,0.0,308.7,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:03:14,Class A,220092000,57.32064,11.125118,Moored,0.0,0.0,306.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:06:14,Class A,220092000,57.320647,11.125118,Moored,-1.6,0.0,344.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:08:36,Class A,220092000,57.320647,11.125118,Moored,-1.6,0.0,344.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:09:12,Class A,220092000,57.320627,11.125143,Moored,0.0,0.0,66.3,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:12:13,Class A,220092000,57.32064,11.125128,Moored,0.0,0.0,301.4,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:14:37,Class A,220092000,57.32064,11.125128,Moored,0.0,0.0,301.4,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:18:15,Class A,220092000,57.32062,11.125147,Moored,0.0,0.0,81.1,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:20:36,Class A,220092000,57.32062,11.125147,Moored,0.0,0.0,81.1,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:21:13,Class A,220092000,57.320627,11.125132,Moored,0.0,0.0,135.2,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:24:12,Class A,220092000,57.320647,11.125132,Moored,0.0,0.0,327.2,82.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:26:36,Class A,220092000,57.320647,11.125132,Moored,0.0,0.0,327.2,82.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:27:15,Class A,220092000,57.320633,11.125148,Moored,-1.6,0.0,133.7,82.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:30:13,Class A,220092000,57.32062,11.125132,Moored,-1.1,0.0,248.2,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:32:36,Class A,220092000,57.32062,11.125132,Moored,-1.1,0.0,248.2,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:33:13,Class A,220092000,57.320658,11.125142,Moored,-2.9,0.0,322.8,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:36:14,Class A,220092000,57.320647,11.12513,Moored,-6.4,0.0,213.4,82.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:38:36,Class A,220092000,57.320647,11.12513,Moored,-6.4,0.0,213.4,82.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:39:14,Class A,220092000,57.320653,11.125135,Moored,-1.6,0.0,229.6,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:42:14,Class A,220092000,57.320647,11.125133,Moored,2.2,0.0,305.6,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:44:36,Class A,220092000,57.320647,11.125133,Moored,2.2,0.0,305.6,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:48:13,Class A,220092000,57.320658,11.125133,Moored,3.6,0.0,345.7,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:50:36,Class A,220092000,57.320658,11.125133,Moored,3.6,0.0,345.7,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:51:12,Class A,220092000,57.320647,11.125135,Moored,2.2,0.0,71.5,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:54:13,Class A,220092000,57.320653,11.125128,Moored,0.0,0.0,310.4,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:56:36,Class A,220092000,57.320653,11.125128,Moored,0.0,0.0,310.4,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 05:57:14,Class A,220092000,57.320653,11.125145,Moored,-1.6,0.0,51.2,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:00:15,Class A,220092000,57.320653,11.125137,Moored,0.0,0.0,276.9,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:02:36,Class A,220092000,57.320653,11.125137,Moored,0.0,0.0,276.9,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:03:14,Class A,220092000,57.320647,11.125138,Moored,-1.6,0.0,75.3,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:06:12,Class A,220092000,57.320653,11.125158,Moored,1.6,0.0,320.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:08:36,Class A,220092000,57.320653,11.125158,Moored,1.6,0.0,320.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:09:14,Class A,220092000,57.320653,11.125152,Moored,0.0,0.0,341.6,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:12:15,Class A,220092000,57.320653,11.12512,Moored,-2.2,0.0,171.3,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:14:36,Class A,220092000,57.320653,11.12512,Moored,-2.2,0.0,171.3,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:15:13,Class A,220092000,57.320647,11.125157,Moored,-1.6,0.0,330.6,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:18:13,Class A,220092000,57.320647,11.125133,Moored,4.5,0.0,286.9,81.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:21:15,Class A,220092000,57.320653,11.12514,Moored,-2.2,0.0,109.3,,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:24:14,Class A,220092000,57.320647,11.125148,Moored,3.6,0.0,147.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:26:36,Class A,220092000,57.320647,11.125148,Moored,3.6,0.0,147.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:27:14,Class A,220092000,57.320627,11.125152,Moored,-2.2,0.0,120.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:30:15,Class A,220092000,57.320647,11.125162,Moored,1.1,0.0,50.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:32:36,Class A,220092000,57.320647,11.125162,Moored,1.1,0.0,50.0,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:33:15,Class A,220092000,57.320647,11.125152,Moored,-1.6,0.0,242.2,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:36:15,Class A,220092000,57.32064,11.125162,Moored,0.0,0.1,284.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:38:36,Class A,220092000,57.32064,11.125162,Moored,0.0,0.1,284.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:39:12,Class A,220092000,57.320653,11.125165,Moored,0.0,0.0,246.7,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:42:13,Class A,220092000,57.32064,11.125155,Moored,-2.2,0.0,101.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:44:36,Class A,220092000,57.32064,11.125155,Moored,-2.2,0.0,101.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:45:15,Class A,220092000,57.32064,11.125147,Moored,0.0,0.0,279.6,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:48:13,Class A,220092000,57.320647,11.125152,Moored,0.0,0.0,304.5,78.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:50:36,Class A,220092000,57.320647,11.125152,Moored,0.0,0.0,304.5,78.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:51:13,Class A,220092000,57.320647,11.12515,Moored,1.1,0.0,38.4,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:54:12,Class A,220092000,57.320647,11.125165,Moored,-1.1,0.0,219.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:56:36,Class A,220092000,57.320647,11.125165,Moored,-1.1,0.0,219.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 06:57:14,Class A,220092000,57.320633,11.12516,Moored,0.0,0.0,270.8,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:00:12,Class A,220092000,57.320633,11.125152,Moored,-1.1,0.0,170.7,78.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:02:36,Class A,220092000,57.320633,11.125152,Moored,-1.1,0.0,170.7,78.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:03:14,Class A,220092000,57.320633,11.125157,Moored,2.9,0.0,23.5,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:06:14,Class A,220092000,57.32064,11.125142,Moored,-2.2,0.0,234.1,78.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:08:36,Class A,220092000,57.32064,11.125142,Moored,-2.2,0.0,234.1,78.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:09:13,Class A,220092000,57.320633,11.125168,Moored,0.0,0.0,288.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:14:36,Class A,220092000,57.320633,11.125168,Moored,0.0,0.0,288.1,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:15:12,Class A,220092000,57.320633,11.125152,Moored,-2.9,0.0,244.3,79.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:18:12,Class A,220092000,57.320633,11.125147,Moored,3.6,0.0,312.7,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
26/11/2024 07:20:36,Class A,220092000,57.320633,11.125147,Moored,3.6,0.0,312.7,80.0,Unknown,OWBG,OCEANS OF HOPE,Sailing,,5.0,20.0,GPS,3.0,OESTERBY HAVN,07/09/2025 08:30:00,AIS,20.0,,,5.0
