# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:01:01,Class A,219026558,57.428663,10.502942,At anchor,,0.0,182.1,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 03:55:20,Class A,219026558,57.428653,10.503008,At anchor,,0.0,267.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:01:20,Class A,219026558,57.428653,10.503008,At anchor,,0.0,267.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:04:03,Class A,219026558,57.428642,10.50299,At anchor,,0.0,142.0,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:07:03,Class A,219026558,57.42864,10.50299,At anchor,,0.0,189.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:10:03,Class A,219026558,57.428637,10.50299,At anchor,,0.0,282.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:16:04,Class A,219026558,57.428632,10.502992,At anchor,,0.0,230.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:19:04,Class A,219026558,57.428633,10.502995,At anchor,,0.0,155.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:25:04,Class A,219026558,57.428652,10.502973,At anchor,,0.0,51.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:28:04,Class A,219026558,57.42865,10.502967,At anchor,,0.0,239.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:31:04,Class A,219026558,57.428648,10.502965,At anchor,,0.0,133.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:31:20,Class A,219026558,57.428648,10.502965,At anchor,,0.0,133.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:34:04,Class A,219026558,57.428648,10.502965,At anchor,,0.0,293.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:37:04,Class A,219026558,57.42865,10.502967,At anchor,,0.0,330.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:43:04,Class A,219026558,57.428657,10.502977,At anchor,,0.0,359.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:43:04,Class A,219026558,57.428657,10.502977,At anchor,,0.0,359.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:46:04,Class A,219026558,57.428672,10.502977,At anchor,,0.0,319.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:49:04,Class A,219026558,57.428673,10.502983,At anchor,,0.0,67.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:49:04,Class A,219026558,57.428673,10.502983,At anchor,,0.0,67.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:52:04,Class A,219026558,57.428667,10.502993,At anchor,,0.0,136.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:55:20,Class A,219026558,57.428667,10.502993,At anchor,,0.0,136.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:55:20,Class A,219026558,57.428667,10.502993,At anchor,,0.0,136.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:58:04,Class A,219026558,57.428683,10.50298,At anchor,,0.0,192.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 04:58:04,Class A,219026558,57.428683,10.50298,At anchor,,0.0,192.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:01:04,Class A,219026558,57.42868,10.50298,At anchor,,0.0,355.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:07:04,Class A,219026558,57.428707,10.502968,At anchor,,0.0,178.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:07:20,Class A,219026558,57.428707,10.502968,At anchor,,0.0,178.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:07:20,Class A,219026558,57.428707,10.502968,At anchor,,0.0,178.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:10:04,Class A,219026558,57.428708,10.502968,At anchor,,0.0,349.0,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:13:04,Class A,219026558,57.428702,10.502973,At anchor,,0.0,21.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:13:20,Class A,219026558,57.428702,10.502973,At anchor,,0.0,21.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:19:04,Class A,219026558,57.428672,10.50298,At anchor,,0.0,53.5,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:22:04,Class A,219026558,57.428675,10.502983,At anchor,,0.0,62.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:25:20,Class A,219026558,57.428675,10.502983,At anchor,,0.0,62.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:31:20,Class A,219026558,57.428675,10.502983,At anchor,,0.0,62.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:34:04,Class A,219026558,57.428672,10.502995,At anchor,,0.0,184.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:34:04,Class A,219026558,57.428672,10.502995,At anchor,,0.0,184.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:37:04,Class A,219026558,57.428653,10.502995,At anchor,,0.0,196.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:37:20,Class A,219026558,57.428653,10.502995,At anchor,,0.0,196.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:40:04,Class A,219026558,57.428637,10.502993,At anchor,,0.0,180.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:43:04,Class A,219026558,57.428622,10.502997,At anchor,,0.1,285.5,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:43:20,Class A,219026558,57.428622,10.502997,At anchor,,0.1,285.5,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:46:05,Class A,219026558,57.428597,10.503038,At anchor,,0.0,156.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:49:20,Class A,219026558,57.428597,10.503038,At anchor,,0.0,156.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:52:04,Class A,219026558,57.428535,10.503018,At anchor,,0.0,180.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:58:05,Class A,219026558,57.428535,10.503027,At anchor,,0.0,12.5,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 05:58:05,Class A,219026558,57.428535,10.503027,At anchor,,0.0,12.5,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:01:05,Class A,219026558,57.428545,10.503035,At anchor,,0.0,168.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:01:05,Class A,219026558,57.428545,10.503035,At anchor,,0.0,168.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:07:05,Class A,219026558,57.428608,10.50304,At anchor,,0.1,12.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:10:05,Class A,219026558,57.428638,10.503045,At anchor,,0.1,42.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:13:05,Class A,219026558,57.428647,10.503048,At anchor,,0.0,281.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:13:20,Class A,219026558,57.428647,10.503048,At anchor,,0.0,281.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:19:04,Class A,219026558,57.42869,10.503045,At anchor,,0.0,10.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:19:20,Class A,219026558,57.42869,10.503045,At anchor,,0.0,10.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:22:05,Class A,219026558,57.428707,10.503047,At anchor,,0.1,351.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:25:05,Class A,219026558,57.42867,10.503042,At anchor,,0.0,224.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:25:20,Class A,219026558,57.42867,10.503042,At anchor,,0.0,224.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:31:05,Class A,219026558,57.428703,10.503043,At anchor,,0.0,183.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:31:05,Class A,219026558,57.428703,10.503043,At anchor,,0.0,183.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:37:05,Class A,219026558,57.42876,10.503045,At anchor,,0.1,3.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:37:20,Class A,219026558,57.42876,10.503045,At anchor,,0.1,3.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:40:05,Class A,219026558,57.428768,10.50305,At anchor,,0.0,191.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:40:05,Class A,219026558,57.428768,10.50305,At anchor,,0.0,191.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:43:05,Class A,219026558,57.42877,10.503028,At anchor,,0.0,227.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:43:21,Class A,219026558,57.42877,10.503028,At anchor,,0.0,227.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:49:05,Class A,219026558,57.42873,10.502982,At anchor,,0.0,202.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 06:49:05,Class A,219026558,57.42873,10.502982,At anchor,,0.0,202.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:01:05,Class A,219026558,57.428703,10.502992,At anchor,,0.0,152.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:01:20,Class A,219026558,57.428703,10.502992,At anchor,,0.0,152.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:07:05,Class A,219026558,57.42868,10.502998,At anchor,,0.0,172.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:07:20,Class A,219026558,57.42868,10.502998,At anchor,,0.0,172.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:10:05,Class A,219026558,57.428668,10.503002,At anchor,,0.0,184.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:10:05,Class A,219026558,57.428668,10.503002,At anchor,,0.0,184.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:13:06,Class A,219026558,57.428667,10.503002,At anchor,,0.0,124.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:13:21,Class A,219026558,57.428667,10.503002,At anchor,,0.0,124.4,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:16:05,Class A,219026558,57.42867,10.502998,At anchor,,0.0,167.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:19:05,Class A,219026558,57.428672,10.502998,At anchor,,0.0,106.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:19:21,Class A,219026558,57.428672,10.502998,At anchor,,0.0,106.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:25:21,Class A,219026558,57.428672,10.502998,At anchor,,0.0,106.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:28:05,Class A,219026558,57.428675,10.502975,At anchor,,0.0,342.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:28:05,Class A,219026558,57.428675,10.502975,At anchor,,0.0,342.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:31:05,Class A,219026558,57.42866,10.502975,At anchor,,0.0,174.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:34:05,Class A,219026558,57.428667,10.502973,At anchor,,0.0,354.0,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:37:05,Class A,219026558,57.4287,10.502965,At anchor,,0.1,331.3,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:43:05,Class A,219026558,57.428673,10.502972,At anchor,,0.0,172.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:43:21,Class A,219026558,57.428673,10.502972,At anchor,,0.0,172.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:46:06,Class A,219026558,57.428658,10.502988,At anchor,,0.0,160.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:46:06,Class A,219026558,57.428658,10.502988,At anchor,,0.0,160.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:49:05,Class A,219026558,57.42866,10.502983,At anchor,,0.0,133.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:49:05,Class A,219026558,57.42866,10.502983,At anchor,,0.0,133.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:49:21,Class A,219026558,57.42866,10.502983,At anchor,,0.0,133.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:52:05,Class A,219026558,57.428672,10.502987,At anchor,,0.0,359.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:52:05,Class A,219026558,57.428672,10.502987,At anchor,,0.0,359.7,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:55:06,Class A,219026558,57.42867,10.502998,At anchor,,0.0,138.5,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:55:21,Class A,219026558,57.42867,10.502998,At anchor,,0.0,138.5,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:58:06,Class A,219026558,57.42866,10.50301,At anchor,,0.0,166.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 07:58:06,Class A,219026558,57.42866,10.50301,At anchor,,0.0,166.1,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 08:01:06,Class A,219026558,57.428657,10.503008,At anchor,,0.0,302.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 08:07:06,Class A,219026558,57.428637,10.503027,At anchor,,0.0,174.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 08:07:22,Class A,219026558,57.428637,10.503027,At anchor,,0.0,174.6,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 08:10:05,Class A,219026558,57.428627,10.503033,At anchor,,0.0,113.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 08:10:05,Class A,219026558,57.428627,10.503033,At anchor,,0.0,113.9,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 08:13:06,Class A,219026558,57.428625,10.503028,At anchor,,0.0,26.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 08:13:21,Class A,219026558,57.428625,10.503028,At anchor,,0.0,26.2,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
26/11/2024 08:16:06,Class A,219026558,57.428625,10.503028,At anchor,,0.0,316.8,,Unknown,XPH5259,M/S NORDLYS,Not party to conflict,,40.0,100.0,GPS,5.0,GAERUM,24/12/2024 18:35:00,AIS,20.0,80.0,20.0,20.0
