# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:02:18,Class A,219004616,57.320175,11.12416,Moored,,,,,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 04:20:26,Class A,219004616,57.320212,11.124317,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:21:30,Class A,219004616,57.320212,11.124317,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:23:20,Class A,219004616,57.32022,11.124302,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:26:25,Class A,219004616,57.320175,11.124345,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:27:31,Class A,219004616,57.320175,11.124345,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:29:20,Class A,219004616,57.320213,11.124388,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:32:23,Class A,219004616,57.32019,11.124365,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:33:31,Class A,219004616,57.32019,11.124365,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:35:21,Class A,219004616,57.320238,11.124352,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:38:22,Class A,219004616,57.32019,11.124348,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:39:30,Class A,219004616,57.32019,11.124348,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:41:23,Class A,219004616,57.32014,11.124455,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:44:22,Class A,219004616,57.320208,11.124448,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:45:30,Class A,219004616,57.320208,11.124448,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:47:23,Class A,219004616,57.320173,11.124355,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:50:23,Class A,219004616,57.320262,11.12423,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:51:31,Class A,219004616,57.320262,11.12423,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:53:22,Class A,219004616,57.320268,11.124268,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:56:21,Class A,219004616,57.320247,11.124298,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:57:31,Class A,219004616,57.320247,11.124298,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 04:59:24,Class A,219004616,57.320247,11.124243,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:02:20,Class A,219004616,57.320233,11.124363,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:03:30,Class A,219004616,57.320233,11.124363,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:05:22,Class A,219004616,57.320235,11.124318,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:08:19,Class A,219004616,57.320188,11.124388,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:09:30,Class A,219004616,57.320188,11.124388,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:11:22,Class A,219004616,57.32022,11.124353,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:14:22,Class A,219004616,57.32022,11.124275,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:15:31,Class A,219004616,57.32022,11.124275,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:17:22,Class A,219004616,57.320202,11.12437,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:21:31,Class A,219004616,57.320202,11.12437,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:23:20,Class A,219004616,57.320173,11.12422,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:26:22,Class A,219004616,57.320165,11.124332,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:27:31,Class A,219004616,57.320165,11.124332,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:29:19,Class A,219004616,57.320207,11.124343,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:32:24,Class A,219004616,57.320217,11.124312,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:33:31,Class A,219004616,57.320217,11.124312,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:35:22,Class A,219004616,57.320205,11.124403,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:38:24,Class A,219004616,57.320193,11.124298,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:39:31,Class A,219004616,57.320193,11.124298,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:44:26,Class A,219004616,57.320223,11.124292,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:45:30,Class A,219004616,57.320223,11.124292,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:47:24,Class A,219004616,57.32019,11.12425,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:50:24,Class A,219004616,57.320162,11.124275,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:51:31,Class A,219004616,57.320162,11.124275,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:53:24,Class A,219004616,57.32023,11.124208,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:56:25,Class A,219004616,57.320142,11.124278,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:57:31,Class A,219004616,57.320142,11.124278,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 05:59:25,Class A,219004616,57.32022,11.124225,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:02:26,Class A,219004616,57.320208,11.124307,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:05:25,Class A,219004616,57.320207,11.124333,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:08:26,Class A,219004616,57.320207,11.124303,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:09:31,Class A,219004616,57.320207,11.124303,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:11:25,Class A,219004616,57.320235,11.124237,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:14:26,Class A,219004616,57.320183,11.124302,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:15:31,Class A,219004616,57.320183,11.124302,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:17:25,Class A,219004616,57.320207,11.124325,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:20:27,Class A,219004616,57.320227,11.124357,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:21:31,Class A,219004616,57.320227,11.124357,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:23:24,Class A,219004616,57.320262,11.124288,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:26:25,Class A,219004616,57.32023,11.124315,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:27:31,Class A,219004616,57.32023,11.124315,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:29:24,Class A,219004616,57.320207,11.124317,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:32:24,Class A,219004616,57.32018,11.124378,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:33:31,Class A,219004616,57.32018,11.124378,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:35:18,Class A,219004616,57.32023,11.124293,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:38:26,Class A,219004616,57.320232,11.124275,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:39:31,Class A,219004616,57.320232,11.124275,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:41:21,Class A,219004616,57.320202,11.124278,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:44:26,Class A,219004616,57.320225,11.124297,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:45:31,Class A,219004616,57.320225,11.124297,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:47:22,Class A,219004616,57.32022,11.124312,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:50:27,Class A,219004616,57.320182,11.124337,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:51:31,Class A,219004616,57.320182,11.124337,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:53:24,Class A,219004616,57.320188,11.124362,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:56:28,Class A,219004616,57.320153,11.124423,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:57:31,Class A,219004616,57.320153,11.124423,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 06:59:24,Class A,219004616,57.320198,11.124312,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:02:27,Class A,219004616,57.320205,11.124375,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:03:31,Class A,219004616,57.320205,11.124375,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:05:24,Class A,219004616,57.320198,11.124432,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:08:18,Class A,219004616,57.320247,11.124338,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:09:31,Class A,219004616,57.320247,11.124338,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:11:23,Class A,219004616,57.320212,11.124342,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:14:22,Class A,219004616,57.320202,11.124358,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:15:31,Class A,219004616,57.320202,11.124358,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:17:22,Class A,219004616,57.320235,11.124342,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:20:23,Class A,219004616,57.32018,11.12435,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:21:31,Class A,219004616,57.32018,11.12435,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:23:18,Class A,219004616,57.320215,11.124298,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:26:23,Class A,219004616,57.320205,11.124292,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:27:31,Class A,219004616,57.320205,11.124292,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:29:20,Class A,219004616,57.320218,11.124275,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:32:24,Class A,219004616,57.320177,11.124288,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:33:31,Class A,219004616,57.320177,11.124288,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:35:20,Class A,219004616,57.32019,11.124395,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:38:23,Class A,219004616,57.320218,11.124282,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:39:31,Class A,219004616,57.320218,11.124282,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:41:22,Class A,219004616,57.32017,11.12433,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:44:22,Class A,219004616,57.320195,11.124348,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:45:31,Class A,219004616,57.320195,11.124348,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:47:22,Class A,219004616,57.320207,11.124275,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:50:22,Class A,219004616,57.320203,11.12429,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:51:31,Class A,219004616,57.320203,11.12429,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:53:20,Class A,219004616,57.320182,11.124223,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:56:22,Class A,219004616,57.320213,11.124263,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:57:31,Class A,219004616,57.320213,11.124263,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 07:59:21,Class A,219004616,57.320235,11.1243,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:02:20,Class A,219004616,57.320195,11.124295,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:03:31,Class A,219004616,57.320195,11.124295,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:05:22,Class A,219004616,57.320253,11.124212,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:08:23,Class A,219004616,57.320192,11.124318,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:09:31,Class A,219004616,57.320192,11.124318,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:11:22,Class A,219004616,57.320205,11.124295,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:14:22,Class A,219004616,57.320205,11.124258,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:15:31,Class A,219004616,57.320205,11.124258,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:17:24,Class A,219004616,57.320242,11.124303,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:20:23,Class A,219004616,57.320177,11.124253,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:21:31,Class A,219004616,57.320177,11.124253,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:23:24,Class A,219004616,57.320183,11.124252,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:26:21,Class A,219004616,57.320267,11.124338,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:27:31,Class A,219004616,57.320267,11.124338,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:29:24,Class A,219004616,57.320322,11.12428,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:32:22,Class A,219004616,57.320222,11.124287,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:35:23,Class A,219004616,57.320147,11.124315,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:38:23,Class A,219004616,57.320217,11.124292,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
26/11/2024 08:39:31,Class A,219004616,57.320217,11.124292,Moored,,,,,Unknown,XPD4798,RESCUE LRB 19,SAR,,3.0,10.0,GPS,1.0,Unknown,,AIS,8.0,2.0,1.0,2.0
