# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
26/11/2024 00:01:19,Class A,211810060,54.952802,12.4674,Moored,,0.1,34.4,199.0,Unknown,Unknown,,Undefined,,,,Undefined,,Unknown,,AIS,,,,
26/11/2024 04:04:19,Class A,211810060,54.952792,12.467378,Moored,,0.1,352.6,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:07:40,Class A,211810060,54.952792,12.467378,Moored,,0.1,352.6,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:10:19,Class A,211810060,54.952793,12.467408,Moored,,0.1,354.0,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:13:40,Class A,211810060,54.952793,12.467408,Moored,,0.1,354.0,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:16:19,Class A,211810060,54.952778,12.467372,Moored,,0.0,354.6,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:19:19,Class A,211810060,54.952787,12.467378,Moored,,0.0,355.3,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:19:40,Class A,211810060,54.952787,12.467378,Moored,,0.0,355.3,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:22:19,Class A,211810060,54.952757,12.467403,Moored,,0.0,355.3,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:25:19,Class A,211810060,54.952772,12.467388,Moored,,0.1,359.5,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:28:19,Class A,211810060,54.95281,12.467387,Moored,,0.1,358.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:31:19,Class A,211810060,54.9528,12.467357,Moored,,0.0,354.3,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:31:40,Class A,211810060,54.9528,12.467357,Moored,,0.0,354.3,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:34:19,Class A,211810060,54.952803,12.467368,Moored,,0.0,355.5,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:37:19,Class A,211810060,54.952785,12.467405,Moored,,0.0,4.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:37:40,Class A,211810060,54.952785,12.467405,Moored,,0.0,4.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:40:19,Class A,211810060,54.952788,12.467393,Moored,,0.0,4.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:43:40,Class A,211810060,54.952788,12.467393,Moored,,0.0,4.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:46:19,Class A,211810060,54.952785,12.467397,Moored,,0.0,4.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:49:40,Class A,211810060,54.952785,12.467397,Moored,,0.0,4.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:52:19,Class A,211810060,54.952813,12.467367,Moored,,0.0,359.6,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:55:40,Class A,211810060,54.952813,12.467367,Moored,,0.0,359.6,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 04:58:19,Class A,211810060,54.952797,12.467383,Moored,,0.0,0.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:01:19,Class A,211810060,54.952792,12.467385,Moored,,0.0,0.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:01:40,Class A,211810060,54.952792,12.467385,Moored,,0.0,0.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:04:19,Class A,211810060,54.952815,12.467383,Moored,,0.0,7.3,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:07:19,Class A,211810060,54.952817,12.467387,Moored,,0.0,7.3,200.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:07:40,Class A,211810060,54.952817,12.467387,Moored,,0.0,7.3,200.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:10:19,Class A,211810060,54.952802,12.467365,Moored,,0.1,352.3,200.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:13:19,Class A,211810060,54.952807,12.467382,Moored,,0.0,353.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:13:40,Class A,211810060,54.952807,12.467382,Moored,,0.0,353.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:16:19,Class A,211810060,54.95282,12.46737,Moored,,0.1,354.0,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:19:40,Class A,211810060,54.95282,12.46737,Moored,,0.1,354.0,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:22:19,Class A,211810060,54.952798,12.467368,Moored,,0.1,336.3,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:25:19,Class A,211810060,54.952813,12.467363,Moored,,0.1,353.3,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:25:40,Class A,211810060,54.952813,12.467363,Moored,,0.1,353.3,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:28:19,Class A,211810060,54.952788,12.467382,Moored,,0.0,340.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:31:19,Class A,211810060,54.952803,12.467397,Moored,,0.1,349.0,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:31:40,Class A,211810060,54.952803,12.467397,Moored,,0.1,349.0,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:34:19,Class A,211810060,54.952787,12.46739,Moored,,0.1,340.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:37:19,Class A,211810060,54.952783,12.467388,Moored,,0.0,338.6,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:37:40,Class A,211810060,54.952783,12.467388,Moored,,0.0,338.6,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:40:19,Class A,211810060,54.9528,12.467385,Moored,,0.1,346.1,198.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:43:19,Class A,211810060,54.952807,12.467397,Moored,,0.1,343.8,198.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:43:40,Class A,211810060,54.952807,12.467397,Moored,,0.1,343.8,198.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:46:19,Class A,211810060,54.952842,12.467402,Moored,,0.1,346.7,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:49:19,Class A,211810060,54.95277,12.46739,Moored,,0.0,336.3,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:55:19,Class A,211810060,54.952822,12.467372,Moored,,0.1,351.0,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:55:40,Class A,211810060,54.952822,12.467372,Moored,,0.1,351.0,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 05:58:19,Class A,211810060,54.952768,12.467385,Moored,,0.0,174.9,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:01:19,Class A,211810060,54.952782,12.467408,Moored,,0.0,174.9,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:01:40,Class A,211810060,54.952782,12.467408,Moored,,0.0,174.9,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:04:19,Class A,211810060,54.952827,12.467388,Moored,,0.0,174.9,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:07:40,Class A,211810060,54.952827,12.467388,Moored,,0.0,174.9,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:10:19,Class A,211810060,54.952762,12.467393,Moored,,0.1,193.0,200.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:13:19,Class A,211810060,54.952745,12.467413,Moored,,0.1,205.9,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:13:40,Class A,211810060,54.952745,12.467413,Moored,,0.1,205.9,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:16:19,Class A,211810060,54.952803,12.46738,Moored,,0.0,332.1,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:19:19,Class A,211810060,54.952732,12.467423,Moored,,0.0,222.9,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:22:19,Class A,211810060,54.952735,12.467418,Moored,,0.0,222.9,200.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:25:19,Class A,211810060,54.952738,12.4674,Moored,,0.0,216.5,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:25:40,Class A,211810060,54.952738,12.4674,Moored,,0.0,216.5,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:28:19,Class A,211810060,54.952777,12.467375,Moored,,0.0,216.5,200.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:31:40,Class A,211810060,54.952777,12.467375,Moored,,0.0,216.5,200.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:34:19,Class A,211810060,54.952743,12.467407,Moored,,0.0,216.5,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:37:19,Class A,211810060,54.952773,12.467393,Moored,,0.0,216.5,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:40:19,Class A,211810060,54.952803,12.467375,Moored,,0.0,216.5,200.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:43:19,Class A,211810060,54.952775,12.467398,Moored,,0.0,315.0,200.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:46:19,Class A,211810060,54.952748,12.467395,Moored,,0.0,315.0,200.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:49:19,Class A,211810060,54.952753,12.4674,Moored,,0.0,315.0,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:49:40,Class A,211810060,54.952753,12.4674,Moored,,0.0,315.0,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:52:19,Class A,211810060,54.952755,12.467395,Moored,,0.0,304.9,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 06:58:19,Class A,211810060,54.952778,12.467393,Moored,,0.0,358.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:01:19,Class A,211810060,54.952767,12.467395,Moored,,0.0,358.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:01:40,Class A,211810060,54.952767,12.467395,Moored,,0.0,358.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:04:19,Class A,211810060,54.952753,12.467395,Moored,,0.0,358.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:07:19,Class A,211810060,54.952773,12.4674,Moored,,0.0,358.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:07:40,Class A,211810060,54.952773,12.4674,Moored,,0.0,358.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:10:19,Class A,211810060,54.952772,12.4674,Moored,,0.0,358.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:13:40,Class A,211810060,54.952772,12.4674,Moored,,0.0,358.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:16:19,Class A,211810060,54.952775,12.467387,Moored,,0.0,358.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:19:19,Class A,211810060,54.952793,12.467393,Moored,,0.0,358.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:19:40,Class A,211810060,54.952793,12.467393,Moored,,0.0,358.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:22:19,Class A,211810060,54.952793,12.467445,Moored,,0.0,358.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:25:19,Class A,211810060,54.952788,12.467395,Moored,,0.0,309.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:25:40,Class A,211810060,54.952788,12.467395,Moored,,0.0,309.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:28:19,Class A,211810060,54.952775,12.467388,Moored,,0.0,309.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:31:19,Class A,211810060,54.952788,12.4674,Moored,,0.0,309.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:34:19,Class A,211810060,54.952792,12.467402,Moored,,0.0,309.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:37:19,Class A,211810060,54.952783,12.46739,Moored,,0.0,309.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:37:40,Class A,211810060,54.952783,12.46739,Moored,,0.0,309.4,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:40:19,Class A,211810060,54.952777,12.467393,Moored,,0.1,335.2,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:43:19,Class A,211810060,54.952843,12.46735,Moored,,0.0,338.0,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:46:19,Class A,211810060,54.952782,12.467392,Moored,,0.0,310.6,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:49:19,Class A,211810060,54.952788,12.467397,Moored,,0.0,310.6,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:49:40,Class A,211810060,54.952788,12.467397,Moored,,0.0,310.6,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:52:19,Class A,211810060,54.952782,12.467385,Moored,,0.0,334.8,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:55:19,Class A,211810060,54.952778,12.46739,Moored,,0.1,314.7,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 07:58:19,Class A,211810060,54.952813,12.467375,Moored,,0.0,312.3,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
26/11/2024 08:01:19,Class A,211810060,54.952797,12.467388,Moored,,0.0,312.3,199.0,Unknown,DKIR2,WINDCAT 43,HSC,,8.0,22.0,GPS,2.1,KLINTHOLM<>BALTIC2,22/11/2024 06:00:00,AIS,8.0,14.0,4.0,4.0
